objectid,format,title,date,location,publisher,longitude,latitude,subject,editor,creator,note,call_number,provenance,binding_description,local_note
buch0916,record,Mnemosyne Taschenbuch des Andenkens,1817,Berlin,zum besten der Armen,,,poetry; essays; prayers; stories,,Klopstock; Uz; Gessner; Hagedorn; Ramler; Kleist; Haller; Lange,,PT19.M7 v.1,sticker of Ferd. Schöningh Buchhandlung und Antiquariat Osnabrück,orange paper boards,
buch0917,record,Mnemosyne Taschenbuch des Andenkens,1818,Berlin,zum besten der Armen,,,poetry; essays; prayers; stories,,Klopstock; Ramler; Kronegk; Dusch; Gellert; Lessing; Kleist; Gessner; Zachariae; Kreuz; Hagedorn; Gleim,,PT19.M7 v.2,,red paper boards with embossed border and center symbol; gilt edges,
buch0918,record,Moosrosen Taschenbuch auf das Jahr 1826,1826,Stuttgart,in der Metzler'schen Buchhandlung,,,poetry; travelogue; play; songs; aphorisms; biography,Wolfgang Menzel,Wolfgang Menzel; A Chamisso; Friedrich Rückert; Karl Hermes; Gustav Schwab; F Pauer; Joseph Steuer,,PT19.M8,signature (Vollmer),green paper boards; gilt edges,
buch0919,record,Moosrosen Taschenbuch auf das Jahr 1845,1845,Madgeburg,A Falkenberg,,,novellas; story; novel in verse; play/drama,CO Sternau,Th Baumann; CO Sternau; Minna Mauer,,PT19.M82,Lincke stamp on title page,wrapped in brown paper; 1/2 leather with speckled yellow boards,
buch0920,record,Musenalmanach,1771,Göttingen,Johann Christrian Dietrich,,,calendar; ode; poems; music sheet; astrology; stories,HC Boie,Burger; Gleim; Karschin; Lowen; Thomsen; Gessner; Gotter; Kästner; Ramler,,PT19.M906,on the back few pages there are initials and signatures,"Beige boards with embossed design, gilt edges",
buch0921,record,Musenalmanach,1772,Göttingen,Johann Christrian Dietrich,,,calendar; astrology; songs; poems; fables; odes; stories,HC Boie,Claudius; Eschenburg; Gotter; Thomsen; Kästner; Pfeffel; Blum; Crome; Gleim; Grillo; Hensler; Lessing; Ramler,,PT19.M906,stamp on page 1; writing in pencil towards the back Verzeichn is/directory,marbled pink boards,
buch0922,record,Musenalmanach,1772,Göttingen,Johann Christrian Dietrich,,,calendar; astrology; songs; poems; fables; odes; stories,HC Boie,"Claudius; Eschenburg; Gotter; Thomsen; Kästner; Pfeffel; Blum; Crome
 Gleim; Grillo; Hensler; Lessing; Ramler",same copy as before,PT19.M906 cop.2,signature at beginning (JT Müller),leather covered boards; elaborate spine decoration; red edges; wide comb marble,
buch0923,record,Musenalmanach,1773,Göttingen,Johann Christrian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,HC Boie,Blum; Claudius; Cramer; E Schenburg; Schulz; Schmidt; Raufseisen; Pfeffel; Bürger; Wieland; Thomsen; Hensler; Hoelty; Klopstock; Kretschmann; Michaelis,,PT19.M906,,marbled pink boards,
buch0924,record,Musenalmanach,1774,Göttingen,Johann Christrian Dietrich,,,calendar; astrology; songs; music sheets; poems; fables; odes; elegies; stories,HC Boie,JC Blum; M Claudius; LH Hoelty; KF Kretschmann; Pfeffel; GA Bürger; FW Gotter; Klopstock; JM Miller; JH Voss,,PT19.M906,,marbled pink boards,
buch0925,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1775,1775,Göttingen,Johann Christrian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,JH Voss,JC Blum; M Claudius; LH Hölty; JG Jacobi; JW Gleim; ETH Brückner; Pfeffel; Klopstock; JM Miller; JH Voss,,PT19.M906,page 40 handwriting and crossing out of poetry lines,marbled pink boards,
buch0926,record,Musenalmanach,1776,Göttingen,Johann Christrian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,Göckingk,Amarant; Michaelis; Pfeffel; KGR Schmidt; Karschin; Nantcher; Schink,,PT19.M906,vestiges of signatures at back pages,embossed beige boards(center and edges); gilt edges; marbled paper,
buch0927,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1777,1777,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; odes; no music sheets; stories,Göckingk,Gleim; Göckingk; Hensler; Kästner; Pfeffel; CA Schmid,,PT19.M906,,yellow speckled paper boards,
buch0928,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1778,1778,Göttingen,Johann Christrian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories;,Göckingk,Bürger; Gleim; Hensler; Kästner; Pfeffel; Engelschall; Göckingk; Jacobi; Lenz; Sangerhausen,,PT19.M906,,embossed beige boards; gilt edges; spotted blue edges;,
buch0929,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1779,1779,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,GA Bürger,Bürger; EC Dressler; Schönfeld; CF Hindenburg; Kästner; Deurer; Philippine Gatterer; Hensler; JG Jacobi; Pfeffel,,PT19.M906,vestiges of signatures at back pages,embossed faded red boards (center and edges); gilt edges,
buch0930,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1780,1780,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,GA Bürger,Bertuch; Edward; Kästner; Pfeffel; H Wagner; Bürger; Engelschall; Langbein; v.Seckendorf; Zimmermann,,PT19.M906,vestiges of signatures at back page,embossed ivory boards (design on margins and center); gilt edges,
buch0931,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1789,1789,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,,,,PT19.M906,pressed plant on page 767; some of the calendars are filled out,embossed ivory boards (design on margins and center); gilt edges,
buch0932,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1781,1781,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,GA Bürger,WG Becker; JW Grimm; Kästner; Langbein; Sangerhausen; Gattner; Philippine; Grosse;Knorre; Pfeffel; Schönfeld,,PT19.M906,drawings/illustrations in pencil at the back;handwritten title and date on slipcase,painted slip case; embossed yellow boards (design on margins and center); gilt edges,
buch0933,record,Musenalmanach,1785,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,GA Bürger,TB Berger; v.Döring; Engelschall; Kästner; Pfeffel; GA Bürger; v.Einem; G Jacobi; Langbein; JC Tutenberg,,PT19.M906,,yellow specked paper boards,
buch0934,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1783,1783,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,GA Bürger,MS Arvelius; Bürger; v.Einem; Filidor; Kästner; Pfeffel; GWA Becker; v.Döring; Engelschall; Gleim; Langbein,,PT19.M906,vestiges of writing on the back pages,embossed ivory boards (design on margins and center); gilt edges,
buch0935,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1784,1784,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,GA Bürger,GA Bürger; Engelschall; v.Lingen; JG Schulz; JC Wagner; v.Döring; Langbein; Pfeffel; JG Struckmann; Zimmermann,,PT19.M906,vestiges of writing on the back pages,embossed ivory boards (design on margins and center); gilt edges,
buch0936,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1790,1790,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,GA Bürger,GA Bürger; Gleim; Langbein; FLW Meyer; Schlegel; v.Einem; Gökingk; Lenz; Seume; FWA Schmidt,,PT19.M906,,embossed brown boards (design on margins and center); gilt edges,
buch0937,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1788,1788,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,GA Bürger,WG Becker; JC Dietrich Filidor; Kästner; Pfeffel; AG Bürger; v.Einem; Heydenreich; Langbein; v.Salis,,PT19.M906,vestiges of writing on the back pages,embossed brown boards (design on margins and center); gilt edges,
buch0938,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1787,1787,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,GA Bürger,WG Becker; JC Dietrich Filidor; Kästner; Pfeffel; AG Bürger; v.Einem; Heydenreich; Langbein; v.Salis,,PT19.M906,signature on first inside page,blue boards; red edges,
buch0939,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1786,1786,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,GA Bürger,GA Bürger; v.Einem; Friedrich; Heydenreich; JC Tutenberg; v.Döring; Filidor; Gökingk; AG Kästner; LH Zimmermann,,PT19.M906,vestiges of writing on the back pages,embossed ivory boards (design on margins and center); gilt edges,
buch0940,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1791,1791,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,GA Bürger,Berlepsch; GA Bürger; v.Einem; Kästner; FLW Meyer; Boutewek; Conz; Haug; Lenz; Schlegel,,PT19.M906,,embossed white paper board (design on margins and center); gilt edges,
buch0941,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1791,1791,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,GA Bürger,Berlepsch; GA Bürger; v.Einem; Kästner; FLW Meyer; Boutewek; Conz; Haug; Lenz; Schlegel,,PT19.M906,,embossed white paper board (design on margins and center); gilt edges,
buch0942,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1792,1792,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,GA Bürger,Bürger; Conz; Frank; FLW Meyer; Müller (Mahler); Bührer; Boutewek; v.Einem; Haug; Schlegel,,PT19.M906,,gloster marbled slipcase; white paper boards with engravings,
buch0943,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1793,1793,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,GA Bürger,EM Arndt; Conz; Haug; FLW Meyer; Sartorius; GA Bürger; v.Einem; Menschenschreck; Karl Reinhard; JG Zimmermann,,PT19.M906,,blue paper boards with engravings,
buch0944,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1794,1794,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,GA Bürger,Bouterwek; Conz; Gökingk; FLW Meyer; Menschenschreck; GA Bürger; v.Einem; Haug; Karl Reinhard; JG Zimmermann; Franke; Freudentheil; Gedor; Gerhard; Lenz; LA Jung; Krittelhold; Liebau; Sansculotte; Klamor Schmidt; Ludwig Schubart; Schmidt; Nantchen,,PT19.M906,,brown paper boards with engravings; gilted edges,
buch0945,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1795,1795,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,Reinhard,GA Bürger; v.Einem; Gleim; Heydenreich; Kästner; Conz; Engelschall; Haug; Justi; Mathias Langer; Wildungen; Tiedge; Stäudlin; Schink; Sangerhaufen; Reinhard; Ramler; Loth; Lappe; Pockels; Mirow; Matthisson,,PT19.M906,signature on title page,Black marble boards; yellow edges,
buch0946,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1796,1796,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,Reinhard,Brun; GA Bürger; Karl Philipp Conz; v.Einem; Engelschall; Falk; LLudwig Fernow; Karl Julius Fridrich; Friedrich Gedike; JJ Gerning; Gleim; Gökingk; Gräter; v.halem; Haug; Herder; Karl Wilhelm Justi; Kästner; Knebel; Kretschmann; Lappe; Matthesius; Mirow; Müller; Niemeyer; Pockels; Ramler; Reinhard; Roose; Schink; Schmidt; Tiedge; v.Wildungen,,PT19.M906,,blue-green boards with engravings; gilt edges; floral paper,
buch0947,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1797,1797,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; odes; music sheets; stories,Reinhard,GA Bürger; GF Deurer; JW Gleim; Justi; SC Pape; Conz; v.Einem; Haug; Kästner; Tiedge; Reinhard; Ramler; Schink; Falk; Gleim; Engelschall,,PT19.M906,,faded pink paper boards; gloster marbling,
buch0948,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1800,1800,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; sonnets; music sheets; hymns; stories,Reinhard,Beiris; GA Bürger; Buri; Conz; Gleim; Gökingk; Halem; Haug; Justi; Kästner; Kosegarten; Nachtigal; von Neuwied; Pockels; Reinhard; Schink; Schmidt; Tiedge; von Steigentesch,,PT19.M906,,cover is just paper with a bit of yellow coloring,
buch0949,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1801,1801,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; sonnets; music sheets; hymns,Reinhard,Conz; v.Halen; Justi; Reinhard; Buri; Gleim; Haug; Kästner; KA Schmidt; Tiedge; Starke; Schink; Friedrich Christian Rühs; Pöckels,,PT19.M906,,salmon paper boards with engravings; gilt edges,
buch0950,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1799,1799,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; music sheets; hymns; stories,Reinhard,G CH Beireis; Conz; Haug; Justi; Reinhard; GA Bürger; Gleim; Kästner; Karl Lappe; Tiedge; Arndt; Buri; v.Halen; Fernow; Floret; Pape; Pockels; Schink; Schmidt; Schubart; Starke; Kosegarten,,PT19.M906,,marbled slip case; green paper board with engravings; guilt edges,
buch0951,record,Musenalmanach/Poetische Blumenlese,1798,Göttingen,Johann Christian Dietrich,,,calendar; astrology; songs; poems; fables; music sheets; hymns; stories,Reinhard,v.Bandemer; Conz; Gleim; Justi; Pape; GA Bürger; Engelschall; Haug; Kästner; EK Schmidt; Buri; v.Einem; von Halem; Kosegarten; Maaslieben; Starke,,PT19.M906,,black mottle board; spotted red edges,
buch0952,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1802,1802,Göttingen,Heinrich Dietrich,,,calendar; astrology; songs; poems; fables; music sheets; hymns; stories,,GA Bürger; Gleim; Hölty; Overbeck; J Voss; Buri; Haug; Justi; KE Schmidt; Karl Rechlin; v.Halen; Schink; Starke; Voss,,PT19.M906,,orange paper boards with engravings; guilt edges,
buch0953,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1802,1803,Göttingen and Leipzig,Peter Philipp Wolf und Compagnie,,,calendar; astrology; songs; poems; fables; music sheets; hymns; stories,,Claudius; Conz; Engelhard; Ewers; Gleim; Haug; Kästner; Lappe; Pockels; Reinhard; Schink; Fürstinn; Karl Friedrich; Schmidt; Starke; Tiedge: Tittmann,,PT19.M906,,blue paper boards with engravings; gilt edges,
buch0954,record,Musenalmanach/Poetische Blumenlese Auf das Jahr 1804,1804,Göttingen and Münster,Peter Waldeck,,,calendar; astrology; songs; poems; fables; music sheets; hymns; stories,,Conz; Glandorff; Haug; v.Münchenhausen; Schmidt; Engelhard; Gleim; Justi; Reinhard; Tiedge,,PT19.M906,,slip case; blue paper boards with engravings; gilt edges,
buch0955,record,Göttinger Musenalmanach auf 1770,1894,Stuttgart; Göttingen,GJ Göschen'nsche Verlagshandlung; Johann Christian Dietrich,,,reprint; calendar; astrology; songs; poems; fables; music sheets; hymns; stories; dialogue,Carl Redlich;,Boie; Casparson; Clodius; Denis; Füssli; Flügge; Gleim; Gotter; Kästner; Karschin; Klopstock; Köhler; Kretschmann; Lessing; Merck; Stockhausen; von Thümmel; Ramler; Schmidt; Wenck; Williamov,Deutsche Litteraturdenkmale des 18. u. 19. Jahrhunderts; reprint of an older Musenalmanach from 1770,PT19.M9062,,Papier Tourniquet marbled boards; partiially rebound with brown cloth,
buch0956,record,Musenalmanach auf das Jahr 1804,1804,Leipzig,Carl Gottlob Schmidt,,,Poetry; songs; elegies; epigrams; dialogues; stories; sonnets,LA v.Chamisso & KA Varnhagen,LA v.Chamisso; KA Varnhagen; W Neumann; Eduard; Hiller Gottlieb,,PT19.M909,,green paper wrap with engravings,
buch0957,record,Musenalmanach aus das Jahr 1805,1805,Berlin,Heinrich Fröhlich,,,Poetry; songs; elegies; epigrams; dialogues; stories; sonnets,LA v.Chamisso & KA Varnhagen,Anthropos; Augusta; Albert v.Chamisso; Wilhelm Neumann; Robert; Franz Theremin; KA Varnhagen; K Wolfart; Diehl; Eduard; Ernst,,PT19.M909,,green paper wrap with engravings,
buch0958,record,Musenalmanach aus das Jahr 1806,1806,Berlin,Fröhlich'schen Buchhandlung,,,Poetry; songs; elegies; epigrams; dialogues; stories; sonnets,LA v.Chamisso & KA Varnhagen,Anthropos; August Bode; Adelbert v.Chamissos; Mathilee; Wilhelm Neumann; Pellegrin; Rosa Maria; Robert; Franz Theremin; AD v.Uthmann; KA Varnhagen;,,PT19.M909,signature and a bit of writing on the first inside page; der Lebensmüde (58); Der Waldgeist (68),blue paper wrap with engravings,
buch0959,record,Musenalmanach der Ostseeprovinzen Rußland's für das Jahr 1854/1855/1856,1854;1855;1856,Mittau and Leipzig,GA Reyhers Verlagsbuchhandlung,,,Poetry; songs; elegies; epigrams; dialogues; stories; sonnets,N Graf Rehbinder,A Bretschneider; v.Kleist; N Graf Rehbinder; L Schly; v.Trautwetter;,,PT19.M91,,3 volumes bound together in gray paper wrap and rebound with green cloth,
buch0960,record,Musenalmanach aus Jahr 1826,1825,Berlin,die Vereinsbuchhandlung,,,poems; songs; elegies,Julius Curtius,Curtius; Schregel; Deiters; Simrock; Carl Grünseisen,,PT19.M911,signature on first inside page; appears to be the surname Weber,black mottle board; spotted green edges,
buch0961,record,Musenalmanach: Eine Neujahrsgabe für 1833,1833,Darmstadt,Johann Wilhelm Heyer,,,Poetry; songs; elegies; sonnets; music scores,Heinrich Küntzel & Friedrich Metz,Karl Baur; Ludwig Bechstein; Eduard Bernstein; Karl Buchner; Friedrich de la Motte Fouqué; Gerhard Friedrich; Anton Hungari; Karl Wilhelm Justi; Heinrich König; Fr. Heinrich Küntzel; Wilhelm Mangold; Karl Merk; Friedrich Metz; Auguste Meyer; Ernst Müller; Ernst Münch; Ludwig Neuffer; Ferd. Neukäufler; August Nodnagel; H Oltenheimer; Louise v.Plönntes; Christian Heinrich Rinck; Rousseau; Friedrich Rückert; Schlink; Schingloff; Schnetzler; Adolph Stöber; August Stöber; Wagner v Laufenburg; Wessenberg; KL Wittich; Zehner; F Zimmerman; G Zimmermann,imprints of flowers on some pages,PT19.M92,long handwritten message on inside page; signature on title page,Beige boards with engravings,
buch0962,record,Musenalmanach für das Jahr 1814,1814,Vienna,Carl Gerold,,,Poetry; songs; elegies; epigrams; dialogues; stories; sonnets; music scores; play/drama,Joh Erichson,Bernhard; Clythia; Matthäus v Collin; Rosalia v Collin; Deinhardstein; Docen: Erichson; Freiherr de las Motte Fouqué; Hammer; Franz Rud. Heermann; Isidorus; Koreff; Theodor Körner: Kuffner; Ernst Freiherr v d Malsburg; Meinert; Mynart; Anton Passy; Philipp Otto Runge; Wilhelm v Schütz; Werner; Weisser; Stoll,,PT19.M916,handwritten message on the back page,partially rebound with 1/4 being cloth; ivory paper boards with printed engravings; gilt edges,
buch0963,record,Musen-Almanach für das Jahr 1796,1796,Neustrelitz,Hofbuchhändler Michaelis,,,calendar; music scores; poems; songs; stories; play/drama; epigrams; mythology,Schiller,Conz; Goethe; Haug; Hölderlin; Kosegarten; Langbein; Lappe; Sophie Mereau; Meyer; Neuffer; Pfeffel; Reinwald; Schiller; Schlegel; Woltmann;,,PT19.M93,signature on title page,pebbled black boards; leather edges; partially rebound with black cloth,
buch0964,record,Musen-Almanach für das Jahr 1797,1797,Tübingen,JG Cottaischen Buchhandlung,,,calendar; poems; dialogue; classical mythology,Schiller,Conz; Goethe; Kosegarten; Langbein; Sophie Mereau; Meyer; Neuffer; Pfeffel; Schiller; Schlegel; Woltmann; S Gund; Steigentesch; Woltmann; Matthison,,PT19.M93 c.2,,gray boards; original green paper wrapper with engraved design pasted on,
buch0965,record,Musen-Almanach für das Jahr 1797,1797,Tübingen,JG Cottaischen Buchhandlung,,,calendar; poems; dialogue; classical mythology,Schiller,Conz; Goethe; Kosegarten; Langbein; Sophie Mereau; Meyer; Neuffer; Pfeffel; Schiller; Schlegel; Woltmann; S Gund; Steigentesch; Woltmann; Matthison,,PT19.M93 c.1,,brown mottled boards with part leather,
buch0966,record,Musen-Almanach für das Jahr 1798,1798,Tübingen,JG Cottaischen Buchhandlung,,,calendar; poems; dialogue; classical mythology; ballads; sonnets; stories; elegies; play/drama,Schiller,Goethe; Gries; W v.Humboldt; Jügle; Lenz; Louise; Matthison; Sophie Mereau; Müller; Pfeffel; Schiller; Schlegel; Schmidt; v.Steigentesch; Brun; Cordes,,PT19.M93 c.2,"writing in pencil on page 199 and 202, 294",black marbled boards,
buch0967,record,Musen-Almanach für das Jahr 1799,1799,Tübingen,JG Cottaischen Buchhandlung,,,calendar; poems; dialogue; classical mythology; sonnett; ballads; stories; elegies,Schiller,Amman; Brun; Bürde; Conz; Eschen; Goethe; Gries; Hirth; Hölderlin; Albrecht Kochen; Louise; Matthisson; Sophie Mereau; Nöller; Schiller; Schlegel; Seigentesch; Ludwig Thilo; Ludwig Tuek;,,PT19.M93 c.1,sticker on inside page that reads Bibliothek des Dr Hermann Uhde and on next page handwritten in ink No. 551,green pebbled boards and part leather,
buch0968,record,Musen-Almanach für das Jahr 1799,1799,Tübingen,JG Cottaischen Buchhandlung,,,calendar; poems; dialogue; classical mythology; sonnett; ballads; stories; elegies,Schiller,Amman; Brun; Bürde; Conz; Eschen; Goethe; Gries; Hirth; Hölderlin; Albrecht Kochen; Louise; Matthisson; Sophie Mereau; Nöller; Schiller; Schlegel; Seigentesch; Ludwig Thilo; Ludwig Tuek;,,PT19.M93 c.2,"pencil writing page 86, 91, 121",yellow paper wrap with engravings,
buch0969,record,Musen-Almanach für das Jahr 1800,1800,Tübingen,JG Cottaischen Buchhandlung,,,calendar; poems; classical mythology;,Schiller,Gries; v.K; Kosegarten; Mahisson; Schiller; v.Steigentesch,,PT19.M93,signature on title page,paper wrap with engravings; rebound in green cloth,
buch0970,record,Anhang zu Friedrich Schillers Musen-Almanach für das Jahr 1797,1797,Berlin und Stettin,,,,"Remarks and observations accompanying Schiller's
 Musenalmanach auf das Jahr 1797",Friedrich Nicolai,,,PT19.M932,signature on title page and writing on the next page,"rebound with blue cloth with beige, speckled paper covered boards",
buch0971,record,Musen-Almanach für das Jahr 1802,1802,Tübingen,JG Cottaischen Buchhandlung,,,poems; classical mythology; ballads; drama/play; stories,AW Schlegel und L Tieck,Sophie B; Bonaventura; Der Frühling; Inhumanus; Novalis; AW Schlegel; Fr. Schlegel; W Süvern; Tieck,,PT19.M94,,brown paper covered boards,
buch0972,record,Musenalmanach auf das Jahr 1807/1808,1807/1808,Regensburg,der Montag und Weissischen Buchhandlung,,,poems; elegies; epigrams; songs,Leo Freiherrn von Seckendorf,Martin Luther; Crisalin; Eglantina; Hölderlin; Siegfried Schmidt; Hanz Vol; Justinus Wartenburg; Alina; Stoll; Werner; Gerstner; Schlegel; Kölle; Seckendorf; Idoine; Stoll's Die Zeit (175); Sättigung und Leere (162); Der Tod (177),,PT19.M95,signature on title page,rebound with red cloth; green paper wrap and red baper wrap for the second volume,two volumes bound together
buch0973,record,Musenalmanach 1843 mit Beitragen von 150 deutschen Dichtern,1843,Leipzig,Friedrich Fleischer,,,Poetry; songs; romances; fables,Friedrich Steinmann,Friedrich Altenburger; F Steinmann; Heinrich Heine; A Dräger; Fr Ötker; Heinrich Kautz; Braun v.Braunthal; Schad Christian; H Hempel;,,PT19.M953,a handwritten paragraph on inside cover,beige paper covered boars,
buch0974,record,Musenalmanach für das Jahr 1805,1805,Wien,JV Degen,,,poetry; dialogue; sonnett,Streckfuss und Treitschke,Collin; Eichholz; Federico; Max Fischel; Ludwig Freytag; Giulo; Haug; Franz Hern; Aug Kuhm; FA Kuhn; Lindner; HL; Sophie L; Streckfuss; Treitsche; Winkler; A Zarnak,,PT19.M955,,brown paper wrap,
buch0975,record,Musenalmanach für das Jahr 1803,1803,Jena,die Akademische Buchhandlung,,,poetry; sonnetts; elegies,Berhnhard Vermehren,Friedrich Ast; Ernst Bartels; Brachmann; CGH Burdach; Conz; Gerning; Haug; Hölderlin; Albrecht Kochem; J von Kottalinsky; Kuhn; August Kuhn; Messerschmid; Sophie Mereau; N Meyer; JF von Meyer; von Münchhausen; Neubeck; Lebrecht Nöller; Rostorf; EA Schmidt; Friedrich Schlegel; Gustav Scholz; Henriette Schubart: Henriette Schubart; F Schütt; Henriette; Wethes; Wezel; August Winckelmann; Winckler; Wolfgang,,PT19.M964 v.2,"signature Rheidhardt on title page, ink writing on page 117",dark brown/black paper covered boards,
buch0976,record,Musenalmanach auf das Jahr 1821,1821,Hamm,Schultz und Wundermann,,,poetry; dialogue; legend; sonnets; stories; ode,Friedrich Raßmann,Ernst Moritz Arndt; Moritz Bachmann; Wilh. Freiherr von Blomberg; Georg Christian Braun; Bern Gottf Buerren; Bern Jos. Ecker; Christian Aug Gebauer; Sophie George; Joh Christian Herm Sitterman; Nadermann; Rousseau; Bassman; Steigler; v Hohenhausen,,PT19.M974,,shell or stormont marbled boards,
buch0977,record,Musenalmanach aus Rheinland und Westphalen 1823,1823,Köln,Verlag du Mont-Schauberg,,,poetry; songs; dialogue; sonnets,Friedrich Rassmann,Ernst Mor Arndt; Wilh. Freiherr von Blomberg; Bernard Brach; Karl Breidenstein; Bern. Gottf. Bueren; Christodor; Herm. Jos. Elshoff; Joh. Christian Herm. Gittermann; Eberh. von Groote; Andreas Hardung; Nikol. Leonh. Heilman; Heimchen; Lambert Hengers; Johann Vincenz Heuwing; Joh. Heinr. Kaufmann; Friedrich Rassmann; Joh. Bapt. Rousseau; Christian Samuel Schier; Wilh Smets; Sophie; Fried. Arnold Steinmann; Fräulein Adelheid von Stolterfoth; Theobald; Berhard Waldeck; Benedikt Willmann; Joh. Ludw. Witthaus,provides a history of the region; occupation of writer listed in table of contents,PT19.M974,,light brown/purple paper boards with engravings; gilt edges,third in a series
buch0978,record,Musikalisher Haus-Freund 1828,1828,Mainz,B Schott's Söhnen,,,poetry; music; comic strips; essay; music sheets,,,,PT19.M978 v.7 c1,signature and date after title page,rebound in part leather and marbled boards; faded gray blue wrap with engravings of muses,
buch0979,record,Musikalisher und Künstler Almanach auf das Jahr 1783,1783,Kosmopolis,,,,calendar; astrology; essay; biography,,,,PT19.M98,,faded undecorated paper board,
buch0980,record,Musikalisher Almanach auf das Jahr 1784,1784,Freiburg,,,,calendar; astrology; essay; biography,,,,PT19.M981,,yellow brown paper board; red eges,
buch0981,record,Musikalisher Taschenbuch auf das Jahr 1803,1803,Penig,F Dienemann und Comp.,,,music theory; poetry; essays; music sheets,Julius Werden and Adolph Werden; musical contributions from Wilhelm Schneider,,dedicated to the Russian monarchs,PT19.M985,,beige paper boards; colored engravings,
buch0982,record,Neu Gratzerisches Sack Calenderl auf das jahr 1754,1754,,Buchbinder Christian Ludwig bei Aller Heiligen,,,calendar; astrology,,,,PT19.N32,,leather slip case with paste paper inside; embossed boards; comb/nonpareil marble,
